시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
울산광역시,동구,의료,여자,75-79세,6,5,1,2,0,2,0,1
울산광역시,동구,의료,여자,80-84세,3,2,0,0,1,1,0,1
울산광역시,동구,의료,여자,85세이상,0,0,0,0,0,0,0,0
울산광역시,동구,감경,남자,65세미만,10,10,4,1,2,2,1,0
울산광역시,동구,감경,남자,65-69세,3,2,0,0,0,2,0,1
울산광역시,동구,감경,남자,70-74세,3,3,0,0,0,3,0,0
울산광역시,동구,감경,남자,75-79세,7,6,0,0,2,4,0,0
울산광역시,동구,감경,남자,80-84세,4,3,0,0,2,1,0,0
울산광역시,동구,감경,남자,85세이상,2,2,0,0,2,0,0,0
울산광역시,동구,감경,여자,65세미만,2,2,0,0,2,0,0,0
울산광역시,동구,감경,여자,65-69세,1,1,0,0,1,0,0,0
울산광역시,동구,감경,여자,70-74세,8,7,1,1,2,3,0,0
울산광역시,동구,감경,여자,75-79세,14,13,0,2,4,6,1,0
울산광역시,동구,감경,여자,80-84세,24,23,0,3,8,11,1,0
울산광역시,동구,감경,여자,85세이상,25,22,1,5,7,9,0,0
울산광역시,북구,일반,남자,65세미만,23,15,4,6,5,0,0,4
울산광역시,북구,일반,남자,65-69세,44,25,2,4,10,7,2,7
울산광역시,북구,일반,남자,70-74세,53,38,3,6,16,13,0,3
울산광역시,북구,일반,남자,75-79세,98,63,3,9,27,24,0,7
울산광역시,북구,일반,남자,80-84세,74,55,4,6,23,19,3,7
울산광역시,북구,일반,남자,85세이상,34,28,1,3,15,9,0,2
울산광역시,북구,일반,여자,65세미만,24,19,5,3,6,5,0,2
울산광역시,북구,일반,여자,65-69세,47,24,3,3,8,9,1,8
울산광역시,북구,일반,여자,70-74세,128,74,2,10,29,28,5,17
울산광역시,북구,일반,여자,75-79세,216,119,10,17,43,44,5,24
울산광역시,북구,일반,여자,80-84세,243,156,9,19,70,51,7,23
울산광역시,북구,일반,여자,85세이상,225,170,9,32,76,47,6,15
울산광역시,북구,기초,남자,65세미만,17,11,3,0,2,6,0,3
울산광역시,북구,기초,남자,65-69세,11,5,0,1,1,3,0,6
울산광역시,북구,기초,남자,70-74세,23,12,2,1,7,2,0,5
울산광역시,북구,기초,남자,75-79세,10,3,0,0,3,0,0,3
울산광역시,북구,기초,남자,80-84세,7,4,0,0,1,3,0,0
울산광역시,북구,기초,남자,85세이상,3,3,0,2,0,1,0,0
울산광역시,북구,기초,여자,65세미만,13,8,2,0,3,3,0,3
울산광역시,북구,기초,여자,65-69세,11,2,0,1,1,0,0,5
울산광역시,북구,기초,여자,70-74세,29,13,0,4,2,7,0,10
울산광역시,북구,기초,여자,75-79세,29,23,1,4,8,10,0,4
울산광역시,북구,기초,여자,80-84세,31,22,0,0,7,15,0,4
울산광역시,북구,기초,여자,85세이상,43,30,1,3,17,9,0,5
울산광역시,북구,의료,남자,65세미만,1,0,0,0,0,0,0,1
울산광역시,북구,의료,남자,65-69세,0,0,0,0,0,0,0,0
울산광역시,북구,의료,남자,70-74세,0,0,0,0,0,0,0,0
울산광역시,북구,의료,남자,75-79세,1,0,0,0,0,0,0,0
울산광역시,북구,의료,남자,80-84세,2,1,0,0,0,1,0,0
울산광역시,북구,의료,남자,85세이상,1,0,0,0,0,0,0,0
울산광역시,북구,의료,여자,65세미만,0,0,0,0,0,0,0,0
울산광역시,북구,의료,여자,65-69세,0,0,0,0,0,0,0,0
울산광역시,북구,의료,여자,70-74세,0,0,0,0,0,0,0,0
울산광역시,북구,의료,여자,75-79세,2,1,0,0,1,0,0,1
울산광역시,북구,의료,여자,80-84세,5,3,0,0,2,1,0,0
울산광역시,북구,의료,여자,85세이상,3,3,0,0,2,1,0,0
울산광역시,북구,감경,남자,65세미만,11,11,3,1,4,3,0,0
울산광역시,북구,감경,남자,65-69세,5,5,0,1,2,2,0,0
울산광역시,북구,감경,남자,70-74세,6,6,1,1,1,3,0,0
울산광역시,북구,감경,남자,75-79세,9,8,0,4,1,3,0,0
울산광역시,북구,감경,남자,80-84세,7,6,1,0,3,2,0,1
울산광역시,북구,감경,남자,85세이상,3,3,0,0,3,0,0,0
울산광역시,북구,감경,여자,65세미만,1,1,0,0,0,1,0,0
울산광역시,북구,감경,여자,65-69세,6,6,0,0,3,2,1,0
울산광역시,북구,감경,여자,70-74세,5,5,1,0,1,2,1,0
울산광역시,북구,감경,여자,75-79세,19,17,3,3,8,3,0,1
울산광역시,북구,감경,여자,80-84세,30,28,1,3,15,7,2,1
울산광역시,북구,감경,여자,85세이상,39,37,3,7,21,5,1,1
울산광역시,울주군,일반,남자,65세미만,41,23,6,5,10,2,0,10
울산광역시,울주군,일반,남자,65-69세,69,40,5,9,18,8,0,7
울산광역시,울주군,일반,남자,70-74세,106,55,10,4,22,16,3,13
울산광역시,울주군,일반,남자,75-79세,147,99,9,18,45,25,2,13
울산광역시,울주군,일반,남자,80-84세,149,88,7,14,26,38,3,15
울산광역시,울주군,일반,남자,85세이상,103,72,3,14,26,26,3,11
울산광역시,울주군,일반,여자,65세미만,61,36,10,7,15,2,2,13
울산광역시,울주군,일반,여자,65-69세,111,53,13,8,16,14,2,21
울산광역시,울주군,일반,여자,70-74세,269,126,23,19,44,36,4,44
울산광역시,울주군,일반,여자,75-79세,432,245,21,45,96,71,12,69
울산광역시,울주군,일반,여자,80-84세,524,309,34,42,112,105,16,79
울산광역시,울주군,일반,여자,85세이상,512,362,34,54,139,126,9,46
울산광역시,울주군,기초,남자,65세미만,47,27,5,1,8,13,0,11
울산광역시,울주군,기초,남자,65-69세,44,24,1,5,6,12,0,15
울산광역시,울주군,기초,남자,70-74세,42,19,1,2,12,4,0,14
울산광역시,울주군,기초,남자,75-79세,29,19,2,3,7,7,0,7
울산광역시,울주군,기초,남자,80-84세,16,10,1,1,3,5,0,4
울산광역시,울주군,기초,남자,85세이상,6,4,0,0,3,1,0,1
울산광역시,울주군,기초,여자,65세미만,27,19,2,5,6,6,0,6
울산광역시,울주군,기초,여자,65-69세,35,18,5,2,6,5,0,10
울산광역시,울주군,기초,여자,70-74세,69,22,2,4,9,7,0,22
울산광역시,울주군,기초,여자,75-79세,83,37,2,6,17,11,1,22
울산광역시,울주군,기초,여자,80-84세,74,40,2,8,17,11,2,19
울산광역시,울주군,기초,여자,85세이상,104,78,6,16,35,19,2,12
울산광역시,울주군,의료,남자,65세미만,0,0,0,0,0,0,0,0
울산광역시,울주군,의료,남자,65-69세,0,0,0,0,0,0,0,0
울산광역시,울주군,의료,남자,70-74세,0,0,0,0,0,0,0,0
울산광역시,울주군,의료,남자,75-79세,1,0,0,0,0,0,0,1
울산광역시,울주군,의료,남자,80-84세,0,0,0,0,0,0,0,0
울산광역시,울주군,의료,남자,85세이상,2,1,0,0,0,1,0,0
울산광역시,울주군,의료,여자,65세미만,0,0,0,0,0,0,0,0
울산광역시,울주군,의료,여자,65-69세,1,1,0,0,0,1,0,0
울산광역시,울주군,의료,여자,70-74세,2,1,0,1,0,0,0,0
울산광역시,울주군,의료,여자,75-79세,12,7,1,0,0,4,2,1
울산광역시,울주군,의료,여자,80-84세,9,5,1,0,2,2,0,3
울산광역시,울주군,의료,여자,85세이상,12,8,0,1,6,1,0,1
울산광역시,울주군,감경,남자,65세미만,12,9,0,2,5,2,0,0
울산광역시,울주군,감경,남자,65-69세,9,9,0,1,5,3,0,0
울산광역시,울주군,감경,남자,70-74세,19,17,2,2,6,6,1,1
울산광역시,울주군,감경,남자,75-79세,17,15,2,4,5,4,0,0
울산광역시,울주군,감경,남자,80-84세,12,12,0,1,5,4,2,0
울산광역시,울주군,감경,남자,85세이상,15,13,2,3,4,4,0,0
울산광역시,울주군,감경,여자,65세미만,5,5,0,1,3,0,1,0
울산광역시,울주군,감경,여자,65-69세,13,9,2,1,3,3,0,2
울산광역시,울주군,감경,여자,70-74세,22,20,1,7,5,5,2,0
울산광역시,울주군,감경,여자,75-79세,40,38,3,9,10,14,2,0
울산광역시,울주군,감경,여자,80-84세,53,42,5,8,11,17,1,1
울산광역시,울주군,감경,여자,85세이상,99,96,6,15,43,30,2,1
세종특별자치시,세종시,일반,남자,65세미만,38,25,4,4,8,7,2,6
세종특별자치시,세종시,일반,남자,65-69세,60,32,6,4,9,13,0,8
세종특별자치시,세종시,일반,남자,70-74세,82,49,6,4,21,17,1,12
세종특별자치시,세종시,일반,남자,75-79세,121,73,2,12,22,32,5,19
세종특별자치시,세종시,일반,남자,80-84세,132,82,5,10,29,34,4,17
세종특별자치시,세종시,일반,남자,85세이상,105,62,5,9,23,22,3,20
세종특별자치시,세종시,일반,여자,65세미만,38,26,4,2,12,8,0,4
세종특별자치시,세종시,일반,여자,65-69세,87,27,3,4,10,9,1,16
세종특별자치시,세종시,일반,여자,70-74세,178,68,7,7,21,29,4,41
세종특별자치시,세종시,일반,여자,75-79세,327,168,4,13,59,76,16,53
세종특별자치시,세종시,일반,여자,80-84세,393,242,13,26,81,108,14,53
세종특별자치시,세종시,일반,여자,85세이상,362,271,13,42,102,102,12,28
세종특별자치시,세종시,기초,남자,65세미만,19,8,0,2,1,5,0,4
세종특별자치시,세종시,기초,남자,65-69세,25,11,2,0,5,4,0,8
세종특별자치시,세종시,기초,남자,70-74세,18,4,1,1,0,1,1,5
세종특별자치시,세종시,기초,남자,75-79세,25,15,1,2,5,7,0,6
세종특별자치시,세종시,기초,남자,80-84세,19,13,1,3,4,5,0,3
세종특별자치시,세종시,기초,남자,85세이상,13,6,0,0,1,4,1,3
세종특별자치시,세종시,기초,여자,65세미만,10,6,0,0,2,3,1,2
세종특별자치시,세종시,기초,여자,65-69세,24,8,3,1,2,2,0,7
세종특별자치시,세종시,기초,여자,70-74세,50,20,1,1,9,9,0,13
세종특별자치시,세종시,기초,여자,75-79세,63,28,0,5,10,12,1,13
세종특별자치시,세종시,기초,여자,80-84세,56,28,4,5,10,9,0,10
세종특별자치시,세종시,기초,여자,85세이상,75,49,6,11,14,18,0,10
세종특별자치시,세종시,의료,남자,65세미만,0,0,0,0,0,0,0,0
세종특별자치시,세종시,의료,남자,65-69세,1,1,0,0,1,0,0,0
세종특별자치시,세종시,의료,남자,70-74세,0,0,0,0,0,0,0,0
세종특별자치시,세종시,의료,남자,75-79세,0,0,0,0,0,0,0,0
세종특별자치시,세종시,의료,남자,80-84세,2,0,0,0,0,0,0,2
세종특별자치시,세종시,의료,남자,85세이상,5,3,0,0,2,1,0,0
세종특별자치시,세종시,의료,여자,65세미만,0,0,0,0,0,0,0,0
세종특별자치시,세종시,의료,여자,65-69세,3,2,0,0,1,1,0,1
세종특별자치시,세종시,의료,여자,70-74세,3,2,0,1,0,1,0,0
세종특별자치시,세종시,의료,여자,75-79세,7,3,0,1,1,1,0,2
세종특별자치시,세종시,의료,여자,80-84세,10,7,0,0,2,5,0,1
세종특별자치시,세종시,의료,여자,85세이상,7,6,2,1,2,1,0,0
세종특별자치시,세종시,감경,남자,65세미만,10,10,2,2,2,4,0,0
세종특별자치시,세종시,감경,남자,65-69세,6,5,1,1,1,2,0,0
세종특별자치시,세종시,감경,남자,70-74세,9,7,0,2,3,2,0,1
세종특별자치시,세종시,감경,남자,75-79세,9,7,1,2,1,3,0,1
세종특별자치시,세종시,감경,남자,80-84세,16,16,1,2,4,8,1,0
세종특별자치시,세종시,감경,남자,85세이상,18,15,0,2,5,8,0,0
세종특별자치시,세종시,감경,여자,65세미만,6,5,1,2,1,1,0,0
세종특별자치시,세종시,감경,여자,65-69세,4,3,0,0,2,1,0,0
세종특별자치시,세종시,감경,여자,70-74세,13,10,3,1,1,5,0,1
세종특별자치시,세종시,감경,여자,75-79세,56,46,3,6,13,19,5,3
세종특별자치시,세종시,감경,여자,80-84세,65,59,6,9,23,20,1,3
세종특별자치시,세종시,감경,여자,85세이상,108,100,5,21,37,35,2,3
경기도,수원시,일반,남자,65세미만,229,134,27,21,60,25,1,35
경기도,수원시,일반,남자,65-69세,324,184,32,34,67,47,4,41
경기도,수원시,일반,남자,70-74세,439,282,48,38,117,68,11,39
경기도,수원시,일반,남자,75-79세,589,384,50,72,149,95,18,51
경기도,수원시,일반,남자,80-84세,597,416,44,54,163,131,24,55
경기도,수원시,일반,남자,85세이상,498,372,27,57,163,115,10,35
경기도,수원시,일반,여자,65세미만,226,139,33,19,59,23,5,38
경기도,수원시,일반,여자,65-69세,404,177,26,22,71,44,14,72
경기도,수원시,일반,여자,70-74세,865,442,43,76,152,141,30,130
경기도,수원시,일반,여자,75-79세,1584,967,97,164,359,284,63,183
경기도,수원시,일반,여자,80-84세,1855,1309,120,232,461,414,82,166
경기도,수원시,일반,여자,85세이상,1939,1568,133,346,631,393,65,81
경기도,수원시,기초,남자,65세미만,150,91,15,17,31,25,3,25
경기도,수원시,기초,남자,65-69세,158,51,3,8,16,21,3,61
경기도,수원시,기초,남자,70-74세,152,57,5,7,22,20,3,40
경기도,수원시,기초,남자,75-79세,111,38,6,5,15,10,2,33
경기도,수원시,기초,남자,80-84세,60,36,2,3,18,11,2,12
경기도,수원시,기초,남자,85세이상,45,22,1,5,8,6,2,9
경기도,수원시,기초,여자,65세미만,77,52,15,10,16,10,1,17
경기도,수원시,기초,여자,65-69세,195,64,5,11,21,23,4,52
경기도,수원시,기초,여자,70-74세,301,89,8,14,30,32,5,96
경기도,수원시,기초,여자,75-79세,359,174,14,22,58,74,6,81
경기도,수원시,기초,여자,80-84세,347,193,19,36,59,67,12,78
경기도,수원시,기초,여자,85세이상,327,242,24,47,84,81,6,43
경기도,수원시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,수원시,의료,남자,65-69세,8,4,0,0,2,2,0,3
경기도,수원시,의료,남자,70-74세,19,9,0,2,2,3,2,4
경기도,수원시,의료,남자,75-79세,6,2,0,0,1,1,0,0
경기도,수원시,의료,남자,80-84세,29,23,1,5,5,10,2,0
경기도,수원시,의료,남자,85세이상,34,26,0,1,11,12,2,2
경기도,수원시,의료,여자,65세미만,1,0,0,0,0,0,0,0
경기도,수원시,의료,여자,65-69세,8,3,0,0,3,0,0,1
경기도,수원시,의료,여자,70-74세,14,5,0,2,0,3,0,4
경기도,수원시,의료,여자,75-79세,47,26,3,2,11,8,2,2
경기도,수원시,의료,여자,80-84세,109,82,10,13,27,28,4,11
경기도,수원시,의료,여자,85세이상,92,80,6,10,35,28,1,1
경기도,수원시,감경,남자,65세미만,66,59,8,11,24,15,1,0
경기도,수원시,감경,남자,65-69세,57,53,12,10,20,11,0,1
경기도,수원시,감경,남자,70-74세,79,73,5,14,29,21,4,1
경기도,수원시,감경,남자,75-79세,82,78,7,11,36,21,3,0
경기도,수원시,감경,남자,80-84세,71,69,5,13,29,21,1,1
경기도,수원시,감경,남자,85세이상,73,71,4,11,27,23,6,1
경기도,수원시,감경,여자,65세미만,45,40,7,6,17,9,1,3
경기도,수원시,감경,여자,65-69세,48,43,3,13,12,13,2,0
경기도,수원시,감경,여자,70-74세,119,105,21,18,38,27,1,8
경기도,수원시,감경,여자,75-79세,234,215,23,37,80,69,6,7
경기도,수원시,감경,여자,80-84세,358,341,35,81,118,91,16,4
경기도,수원시,감경,여자,85세이상,498,486,49,108,207,114,8,2
경기도,성남시,일반,남자,65세미만,253,154,24,21,70,38,1,31
경기도,성남시,일반,남자,65-69세,309,170,31,33,64,35,7,49
경기도,성남시,일반,남자,70-74세,410,255,34,41,92,78,10,47
경기도,성남시,일반,남자,75-79세,523,379,47,52,139,118,23,30
경기도,성남시,일반,남자,80-84세,511,377,56,52,133,110,26,45
경기도,성남시,일반,남자,85세이상,556,432,45,71,170,135,11,31
경기도,성남시,일반,여자,65세미만,203,131,39,22,46,20,4,28
경기도,성남시,일반,여자,65-69세,374,187,35,33,68,47,4,57
경기도,성남시,일반,여자,70-74세,728,392,58,65,125,123,21,125
경기도,성남시,일반,여자,75-79세,1285,781,101,104,276,234,66,177
경기도,성남시,일반,여자,80-84세,1653,1171,142,175,403,363,88,158
경기도,성남시,일반,여자,85세이상,1992,1585,190,285,620,438,52,127
경기도,성남시,기초,남자,65세미만,140,83,10,10,31,28,4,35
경기도,성남시,기초,남자,65-69세,103,48,4,5,14,21,4,35
경기도,성남시,기초,남자,70-74세,129,66,3,7,28,26,2,38
경기도,성남시,기초,남자,75-79세,95,56,3,9,21,20,3,23
경기도,성남시,기초,남자,80-84세,84,45,3,6,18,15,3,20
경기도,성남시,기초,남자,85세이상,45,27,1,3,12,9,2,8
경기도,성남시,기초,여자,65세미만,87,46,10,5,13,16,2,19
경기도,성남시,기초,여자,65-69세,139,63,3,7,23,28,2,37
경기도,성남시,기초,여자,70-74세,263,119,10,5,39,57,8,78
경기도,성남시,기초,여자,75-79세,356,169,16,17,64,66,6,111
경기도,성남시,기초,여자,80-84세,358,214,19,30,70,77,18,84
경기도,성남시,기초,여자,85세이상,432,332,25,55,114,126,12,52
경기도,성남시,의료,남자,65세미만,2,1,1,0,0,0,0,1
경기도,성남시,의료,남자,65-69세,3,2,1,0,1,0,0,0
경기도,성남시,의료,남자,70-74세,5,3,0,0,2,1,0,0
경기도,성남시,의료,남자,75-79세,1,0,0,0,0,0,0,0
경기도,성남시,의료,남자,80-84세,4,1,1,0,0,0,0,1
경기도,성남시,의료,남자,85세이상,13,12,1,1,3,7,0,1
경기도,성남시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,성남시,의료,여자,65-69세,2,2,0,0,2,0,0,0
경기도,성남시,의료,여자,70-74세,6,1,0,1,0,0,0,2
경기도,성남시,의료,여자,75-79세,16,10,0,1,4,4,1,2
경기도,성남시,의료,여자,80-84세,26,16,3,1,2,8,2,4
경기도,성남시,의료,여자,85세이상,27,24,3,5,6,10,0,0
경기도,성남시,감경,남자,65세미만,57,46,6,7,23,9,1,3
경기도,성남시,감경,남자,65-69세,58,52,10,9,19,13,1,1
경기도,성남시,감경,남자,70-74세,63,53,4,5,27,16,1,2
경기도,성남시,감경,남자,75-79세,54,47,5,6,22,13,1,3
경기도,성남시,감경,남자,80-84세,58,55,4,3,25,21,2,0
경기도,성남시,감경,남자,85세이상,61,56,6,6,23,19,2,2
경기도,성남시,감경,여자,65세미만,30,24,7,3,9,4,1,1
경기도,성남시,감경,여자,65-69세,54,48,10,11,10,15,2,4
경기도,성남시,감경,여자,70-74세,93,82,9,15,34,24,0,5
경기도,성남시,감경,여자,75-79세,159,145,17,25,58,34,11,1
경기도,성남시,감경,여자,80-84세,262,244,30,44,95,61,14,7
경기도,성남시,감경,여자,85세이상,367,356,44,72,158,77,5,1
경기도,의정부시,일반,남자,65세미만,156,82,10,11,36,21,4,34
경기도,의정부시,일반,남자,65-69세,161,92,13,19,34,25,1,29
경기도,의정부시,일반,남자,70-74세,284,186,8,26,75,64,13,28
경기도,의정부시,일반,남자,75-79세,376,261,14,29,108,89,21,48
경기도,의정부시,일반,남자,80-84세,322,236,12,33,101,77,13,36
경기도,의정부시,일반,남자,85세이상,267,202,7,35,76,69,15,30
경기도,의정부시,일반,여자,65세미만,104,57,7,9,28,9,4,25
경기도,의정부시,일반,여자,65-69세,251,108,12,15,43,31,7,63
경기도,의정부시,일반,여자,70-74세,499,256,17,36,87,90,26,97
경기도,의정부시,일반,여자,75-79세,857,562,37,78,200,192,55,133
경기도,의정부시,일반,여자,80-84세,931,684,35,104,267,216,62,125
경기도,의정부시,일반,여자,85세이상,990,839,50,152,355,242,40,50
경기도,의정부시,기초,남자,65세미만,151,110,13,9,41,41,6,18
경기도,의정부시,기초,남자,65-69세,93,56,1,2,28,20,5,21
경기도,의정부시,기초,남자,70-74세,88,49,2,6,9,26,6,25
경기도,의정부시,기초,남자,75-79세,96,64,1,12,26,21,4,18
경기도,의정부시,기초,남자,80-84세,41,31,2,3,13,7,6,4
